index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
499,pignite,generation-v,tepig,blaze thick-fat ,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",fire,fighting,418,90,93,55,70,55,55,10,555,ordinary
500,emboar,generation-v,pignite,blaze reckless ,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,fire,fighting,528,110,123,65,100,65,65,16,1500,ordinary
501,oshawott,generation-v,nothing,torrent shell-armor ,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",water,None,308,55,55,45,63,45,45,5,59,ordinary
502,dewott,generation-v,oshawott,torrent shell-armor ,Strict training is how it learns its flowing double-scalchop technique.,water,None,413,75,75,60,83,60,60,8,245,ordinary
503,samurott,generation-v,dewott,torrent shell-armor ,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,water,None,528,95,100,85,108,70,70,15,946,ordinary
504,patrat,generation-v,nothing,run-away keen-eye analytic ,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",normal,None,255,45,55,39,35,39,42,5,116,ordinary
505,watchog,generation-v,patrat,illuminate keen-eye analytic ,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",normal,None,420,60,85,69,60,69,77,11,270,ordinary
506,lillipup,generation-v,nothing,vital-spirit pickup run-away ,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.",normal,None,275,45,60,45,25,45,55,4,41,ordinary
507,herdier,generation-v,lillipup,intimidate sand-rush scrappy ,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",normal,None,370,65,80,65,35,65,60,9,147,ordinary
508,stoutland,generation-v,herdier,intimidate sand-rush scrappy ,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,normal,None,500,85,110,90,45,90,80,12,610,ordinary
509,purrloin,generation-v,nothing,limber unburden prankster ,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",dark,None,281,41,50,37,50,37,66,4,101,ordinary
510,liepard,generation-v,purrloin,limber unburden prankster ,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,dark,None,446,64,88,50,88,50,106,11,375,ordinary
511,pansage,generation-v,nothing,gluttony overgrow ,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,grass,None,316,50,53,48,53,48,64,6,105,ordinary
512,simisage,generation-v,pansage,gluttony overgrow ,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",grass,None,498,75,98,63,98,63,101,11,305,ordinary
513,pansear,generation-v,nothing,gluttony blaze ,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.",fire,None,316,50,53,48,53,48,64,6,110,ordinary
514,simisear,generation-v,pansear,gluttony blaze ,It loves sweets because they become energy for the fire burning inside its body.,fire,None,498,75,98,63,98,63,101,10,280,ordinary
515,panpour,generation-v,nothing,gluttony torrent ,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,water,None,316,50,53,48,53,48,64,6,135,ordinary
516,simipour,generation-v,panpour,gluttony torrent ,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.",water,None,498,75,98,63,98,63,101,10,290,ordinary
517,munna,generation-v,nothing,forewarn synchronize telepathy ,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,psychic,None,292,76,25,45,67,55,24,6,233,ordinary
518,musharna,generation-v,munna,forewarn synchronize telepathy ,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,psychic,None,487,116,55,85,107,95,29,11,605,ordinary
519,pidove,generation-v,nothing,big-pecks super-luck rivalry ,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",normal,flying,264,50,55,50,36,30,43,3,21,ordinary
520,tranquill,generation-v,pidove,big-pecks super-luck rivalry ,It can return to its Trainer’s location regardless of the distance separating them.,normal,flying,358,62,77,62,50,42,65,6,150,ordinary
521,unfezant,generation-v,tranquill,big-pecks super-luck rivalry ,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,normal,flying,488,80,115,80,65,55,93,12,290,ordinary
522,blitzle,generation-v,nothing,lightning-rod motor-drive sap-sipper ,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",electric,None,295,45,60,32,50,32,76,8,298,ordinary
523,zebstrika,generation-v,blitzle,lightning-rod motor-drive sap-sipper ,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",electric,None,497,75,100,63,80,63,116,16,795,ordinary
524,roggenrola,generation-v,nothing,sturdy weak-armor sand-force ,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",rock,None,280,55,75,85,25,25,15,4,180,ordinary
525,boldore,generation-v,roggenrola,sturdy weak-armor sand-force ,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",rock,None,390,70,105,105,50,40,20,9,1020,ordinary
526,gigalith,generation-v,boldore,sturdy sand-stream sand-force ,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,rock,None,515,85,135,130,60,80,25,17,2600,ordinary
527,woobat,generation-v,nothing,unaware klutz simple ,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,psychic,flying,323,65,45,43,55,43,72,4,21,ordinary
528,swoobat,generation-v,woobat,unaware klutz simple ,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",psychic,flying,425,67,57,55,77,55,114,9,105,ordinary
529,drilbur,generation-v,nothing,sand-rush sand-force mold-breaker ,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,ground,None,328,60,85,40,30,45,68,3,85,ordinary
530,excadrill,generation-v,drilbur,sand-rush sand-force mold-breaker ,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,ground,steel,508,110,135,60,50,65,88,7,404,ordinary
531,audino,generation-v,nothing,healer regenerator klutz ,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",normal,None,445,103,60,86,60,86,50,11,310,ordinary
532,timburr,generation-v,nothing,guts sheer-force iron-fist ,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,fighting,None,305,75,80,55,25,35,35,6,125,ordinary
533,gurdurr,generation-v,timburr,guts sheer-force iron-fist ,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,fighting,None,405,85,105,85,40,50,40,12,400,ordinary
534,conkeldurr,generation-v,gurdurr,guts sheer-force iron-fist ,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",fighting,None,505,105,140,95,55,65,45,14,870,ordinary
535,tympole,generation-v,nothing,swift-swim hydration water-absorb ,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,water,None,294,50,50,40,50,40,64,5,45,ordinary
536,palpitoad,generation-v,tympole,swift-swim hydration water-absorb ,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",water,ground,384,75,65,55,65,55,69,8,170,ordinary
537,seismitoad,generation-v,palpitoad,swift-swim poison-touch water-absorb ,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,water,ground,509,105,95,75,85,75,74,15,620,ordinary
538,throh,generation-v,nothing,guts inner-focus mold-breaker ,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.",fighting,None,465,120,100,85,30,85,45,13,555,ordinary
539,sawk,generation-v,nothing,sturdy inner-focus mold-breaker ,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,fighting,None,465,75,125,75,30,75,85,14,510,ordinary
540,sewaddle,generation-v,nothing,swarm chlorophyll overcoat ,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,bug,grass,310,45,53,70,40,60,42,3,25,ordinary
541,swadloon,generation-v,sewaddle,leaf-guard chlorophyll overcoat ,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,bug,grass,380,55,63,90,50,80,42,5,73,ordinary
542,leavanny,generation-v,swadloon,swarm chlorophyll overcoat ,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.",bug,grass,500,75,103,80,70,80,92,12,205,ordinary
543,venipede,generation-v,nothing,poison-point swarm speed-boost ,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",bug,poison,260,30,45,59,30,39,57,4,53,ordinary
544,whirlipede,generation-v,venipede,poison-point swarm speed-boost ,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.",bug,poison,360,40,55,99,40,79,47,12,585,ordinary
545,scolipede,generation-v,whirlipede,poison-point swarm speed-boost ,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",bug,poison,485,60,100,89,55,69,112,25,2005,ordinary
546,cottonee,generation-v,nothing,prankster infiltrator chlorophyll ,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.",grass,fairy,280,40,27,60,37,50,66,3,6,ordinary
547,whimsicott,generation-v,cottonee,prankster infiltrator chlorophyll ,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",grass,fairy,480,60,67,85,77,75,116,7,66,ordinary
548,petilil,generation-v,nothing,chlorophyll own-tempo leaf-guard ,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,grass,None,280,45,35,50,70,50,30,5,66,ordinary
549,lilligant,generation-v,petilil,chlorophyll own-tempo leaf-guard ,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,grass,None,480,70,60,75,110,75,90,11,163,ordinary
550,basculin,generation-v,nothing,reckless adaptability mold-breaker ,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",water,None,460,70,92,65,80,55,98,10,180,ordinary
551,sandile,generation-v,nothing,intimidate moxie anger-point ,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,ground,dark,292,50,72,35,35,35,65,7,152,ordinary
552,krokorok,generation-v,sandile,intimidate moxie anger-point ,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,ground,dark,351,60,82,45,45,45,74,10,334,ordinary
553,krookodile,generation-v,krokorok,intimidate moxie anger-point ,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",ground,dark,519,95,117,80,65,70,92,15,963,ordinary
554,darumaka,generation-v,nothing,hustle inner-focus ,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",fire,None,315,70,90,45,15,45,50,6,375,ordinary
555,darmanitan,generation-v,darumaka,sheer-force zen-mode ,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",fire,None,480,105,140,55,30,55,95,13,929,ordinary
556,maractus,generation-v,nothing,water-absorb chlorophyll storm-drain ,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,grass,None,461,75,86,67,106,67,60,10,280,ordinary
557,dwebble,generation-v,nothing,sturdy shell-armor weak-armor ,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,bug,rock,325,50,65,85,35,35,55,3,145,ordinary
558,crustle,generation-v,dwebble,sturdy shell-armor weak-armor ,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",bug,rock,485,70,105,125,65,75,45,14,2000,ordinary
559,scraggy,generation-v,nothing,shed-skin moxie intimidate ,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",dark,fighting,348,50,75,70,35,70,48,6,118,ordinary
560,scrafty,generation-v,scraggy,shed-skin moxie intimidate ,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,dark,fighting,488,65,90,115,45,115,58,11,300,ordinary
561,sigilyph,generation-v,nothing,wonder-skin magic-guard tinted-lens ,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",psychic,flying,490,72,58,80,103,80,97,14,140,ordinary
562,yamask,generation-v,nothing,mummy ,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,ghost,None,303,38,30,85,55,65,30,5,15,ordinary
563,cofagrigus,generation-v,yamask,mummy ,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,ghost,None,483,58,50,145,95,105,30,17,765,ordinary
564,tirtouga,generation-v,nothing,solid-rock sturdy swift-swim ,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",water,rock,355,54,78,103,53,45,22,7,165,ordinary
565,carracosta,generation-v,tirtouga,solid-rock sturdy swift-swim ,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,water,rock,495,74,108,133,83,65,32,12,810,ordinary
566,archen,generation-v,nothing,defeatist ,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",rock,flying,401,55,112,45,74,45,70,5,95,ordinary
567,archeops,generation-v,archen,defeatist ,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",rock,flying,567,75,140,65,112,65,110,14,320,ordinary
568,trubbish,generation-v,nothing,stench sticky-hold aftermath ,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,poison,None,329,50,50,62,40,62,65,6,310,ordinary
569,garbodor,generation-v,trubbish,stench weak-armor aftermath ,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,poison,None,474,80,95,82,60,82,75,19,1073,ordinary
570,zorua,generation-v,nothing,illusion ,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",dark,None,330,40,65,40,80,40,65,7,125,ordinary
571,zoroark,generation-v,zorua,illusion ,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,dark,None,510,60,105,60,120,60,105,16,811,ordinary
572,minccino,generation-v,nothing,cute-charm technician skill-link ,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",normal,None,300,55,50,40,40,40,75,4,58,ordinary
573,cinccino,generation-v,minccino,cute-charm technician skill-link ,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,normal,None,470,75,95,60,65,60,115,5,75,ordinary
574,gothita,generation-v,nothing,frisk competitive shadow-tag ,Their ribbonlike feelers increase their psychic power. They are always staring at something.,psychic,None,290,45,30,50,55,65,45,4,58,ordinary
575,gothorita,generation-v,gothita,frisk competitive shadow-tag ,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,psychic,None,390,60,45,70,75,85,55,7,180,ordinary
576,gothitelle,generation-v,gothorita,frisk competitive shadow-tag ,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,psychic,None,490,70,55,95,95,110,65,15,440,ordinary
577,solosis,generation-v,nothing,overcoat magic-guard regenerator ,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,psychic,None,290,45,30,40,105,50,20,3,10,ordinary
578,duosion,generation-v,solosis,overcoat magic-guard regenerator ,"Since they have two divided brains, at times they suddenly try to take two different actions at once.",psychic,None,370,65,40,50,125,60,30,6,80,ordinary
579,reuniclus,generation-v,duosion,overcoat magic-guard regenerator ,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",psychic,None,490,110,65,75,125,85,30,10,201,ordinary
580,ducklett,generation-v,nothing,keen-eye big-pecks hydration ,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,water,flying,305,62,44,50,44,50,55,5,55,ordinary
581,swanna,generation-v,ducklett,keen-eye big-pecks hydration ,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,water,flying,473,75,87,63,87,63,98,13,242,ordinary
582,vanillite,generation-v,nothing,ice-body snow-cloak weak-armor ,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,ice,None,305,36,50,50,65,60,44,4,57,ordinary
583,vanillish,generation-v,vanillite,ice-body snow-cloak weak-armor ,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",ice,None,395,51,65,65,80,75,59,11,410,ordinary
584,vanilluxe,generation-v,vanillish,ice-body snow-warning weak-armor ,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",ice,None,535,71,95,85,110,95,79,13,575,ordinary
585,deerling,generation-v,nothing,chlorophyll sap-sipper serene-grace ,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",normal,grass,335,60,60,50,40,50,75,6,195,ordinary
586,sawsbuck,generation-v,deerling,chlorophyll sap-sipper serene-grace ,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,normal,grass,475,80,100,70,60,70,95,19,925,ordinary
587,emolga,generation-v,nothing,static motor-drive ,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,electric,flying,428,55,75,60,75,60,103,4,50,ordinary
588,karrablast,generation-v,nothing,swarm shed-skin no-guard ,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,bug,None,315,50,75,45,40,45,60,5,59,ordinary
589,escavalier,generation-v,karrablast,swarm shell-armor overcoat ,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",bug,steel,495,70,135,105,60,105,20,10,330,ordinary
590,foongus,generation-v,nothing,effect-spore regenerator ,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",grass,poison,294,69,55,45,55,55,15,2,10,ordinary
591,amoonguss,generation-v,foongus,effect-spore regenerator ,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",grass,poison,464,114,85,70,85,80,30,6,105,ordinary
592,frillish,generation-v,nothing,water-absorb cursed-body damp ,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",water,ghost,335,55,40,50,65,85,40,12,330,ordinary
593,jellicent,generation-v,frillish,water-absorb cursed-body damp ,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",water,ghost,480,100,60,70,85,105,60,22,1350,ordinary
594,alomomola,generation-v,nothing,healer hydration regenerator ,The special membrane enveloping Alomomola has the ability to heal wounds.,water,None,470,165,75,80,40,45,65,12,316,ordinary
595,joltik,generation-v,nothing,compound-eyes unnerve swarm ,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,bug,electric,319,50,47,50,57,50,65,1,6,ordinary
596,galvantula,generation-v,joltik,compound-eyes unnerve swarm ,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",bug,electric,472,70,77,60,97,60,108,8,143,ordinary
597,ferroseed,generation-v,nothing,iron-barbs ,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",grass,steel,305,44,50,91,24,86,10,6,188,ordinary
598,ferrothorn,generation-v,ferroseed,iron-barbs anticipation ,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,grass,steel,489,74,94,131,54,116,20,10,1100,ordinary
599,klink,generation-v,nothing,plus minus clear-body ,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,steel,None,300,40,55,70,45,60,30,3,210,ordinary
600,klang,generation-v,klink,plus minus clear-body ,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",steel,None,440,60,80,95,70,85,50,6,510,ordinary
601,klinklang,generation-v,klang,plus minus clear-body ,The gear with the red core is rotated at high speed for a rapid energy charge.,steel,None,520,60,100,115,70,85,90,6,810,ordinary
602,tynamo,generation-v,nothing,levitate ,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",electric,None,275,35,55,40,45,40,60,2,3,ordinary
603,eelektrik,generation-v,tynamo,levitate ,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,electric,None,405,65,85,70,75,70,40,12,220,ordinary
604,eelektross,generation-v,eelektrik,levitate ,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,electric,None,515,85,115,80,105,80,50,21,805,ordinary
605,elgyem,generation-v,nothing,telepathy synchronize analytic ,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",psychic,None,335,55,55,55,85,55,30,5,90,ordinary
606,beheeyem,generation-v,elgyem,telepathy synchronize analytic ,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",psychic,None,485,75,75,75,125,95,40,10,345,ordinary
607,litwick,generation-v,nothing,flash-fire flame-body infiltrator ,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",ghost,fire,275,50,30,55,65,55,20,3,31,ordinary
608,lampent,generation-v,litwick,flash-fire flame-body infiltrator ,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",ghost,fire,370,60,40,60,95,60,55,6,130,ordinary
609,chandelure,generation-v,lampent,flash-fire flame-body infiltrator ,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",ghost,fire,520,60,55,90,145,90,80,10,343,ordinary
610,axew,generation-v,nothing,rivalry mold-breaker unnerve ,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,dragon,None,320,46,87,60,30,40,57,6,180,ordinary
611,fraxure,generation-v,axew,rivalry mold-breaker unnerve ,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",dragon,None,410,66,117,70,40,50,67,10,360,ordinary
612,haxorus,generation-v,fraxure,rivalry mold-breaker unnerve ,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,dragon,None,540,76,147,90,60,70,97,18,1055,ordinary
613,cubchoo,generation-v,nothing,snow-cloak slush-rush rattled ,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",ice,None,305,55,70,40,60,40,40,5,85,ordinary
614,beartic,generation-v,cubchoo,snow-cloak slush-rush swift-swim ,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",ice,None,505,95,130,80,70,80,50,26,2600,ordinary
615,cryogonal,generation-v,nothing,levitate ,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",ice,None,515,80,50,50,95,135,105,11,1480,ordinary
616,shelmet,generation-v,nothing,hydration shell-armor overcoat ,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",bug,None,305,50,40,85,40,65,25,4,77,ordinary
617,accelgor,generation-v,shelmet,hydration sticky-hold unburden ,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",bug,None,495,80,70,40,100,60,145,8,253,ordinary
618,stunfisk,generation-v,nothing,static limber sand-veil ,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",ground,electric,471,109,66,84,81,99,32,7,110,ordinary
619,mienfoo,generation-v,nothing,inner-focus regenerator reckless ,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",fighting,None,350,45,85,50,55,50,65,9,200,ordinary
620,mienshao,generation-v,mienfoo,inner-focus regenerator reckless ,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,fighting,None,510,65,125,60,95,60,105,14,355,ordinary
621,druddigon,generation-v,nothing,rough-skin sheer-force mold-breaker ,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",dragon,None,485,77,120,90,60,90,48,16,1390,ordinary
622,golett,generation-v,nothing,iron-fist klutz no-guard ,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",ground,ghost,303,59,74,50,35,50,35,10,920,ordinary
623,golurk,generation-v,golett,iron-fist klutz no-guard ,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,ground,ghost,483,89,124,80,55,80,55,28,3300,ordinary
624,pawniard,generation-v,nothing,defiant inner-focus pressure ,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",dark,steel,340,45,85,70,40,40,60,5,102,ordinary
625,bisharp,generation-v,pawniard,defiant inner-focus pressure ,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",dark,steel,490,65,125,100,60,70,70,16,700,ordinary
626,bouffalant,generation-v,nothing,reckless sap-sipper soundproof ,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",normal,None,490,95,110,95,40,95,55,16,946,ordinary
627,rufflet,generation-v,nothing,keen-eye sheer-force hustle ,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",normal,flying,350,70,83,50,37,50,60,5,105,ordinary
628,braviary,generation-v,rufflet,keen-eye sheer-force defiant ,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,normal,flying,510,100,123,75,57,75,80,15,410,ordinary
629,vullaby,generation-v,nothing,big-pecks overcoat weak-armor ,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,dark,flying,370,70,55,75,45,65,60,5,90,ordinary
630,mandibuzz,generation-v,vullaby,big-pecks overcoat weak-armor ,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,dark,flying,510,110,65,105,55,95,80,12,395,ordinary
631,heatmor,generation-v,nothing,gluttony flash-fire white-smoke ,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,fire,None,484,85,97,66,105,66,65,14,580,ordinary
632,durant,generation-v,nothing,swarm hustle truant ,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",bug,steel,484,58,109,112,48,48,109,3,330,ordinary
633,deino,generation-v,nothing,hustle ,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",dark,dragon,300,52,65,50,45,50,38,8,173,ordinary
634,zweilous,generation-v,deino,hustle ,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",dark,dragon,420,72,85,70,65,70,58,14,500,ordinary
635,hydreigon,generation-v,zweilous,levitate ,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",dark,dragon,600,92,105,90,125,90,98,18,1600,ordinary
636,larvesta,generation-v,nothing,flame-body swarm ,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",bug,fire,360,55,85,55,50,55,60,11,288,ordinary
637,volcarona,generation-v,larvesta,flame-body swarm ,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",bug,fire,550,85,60,65,135,105,100,16,460,ordinary
638,cobalion,generation-v,nothing,justified ,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,steel,fighting,580,91,90,129,90,72,108,21,2500,legendary
639,terrakion,generation-v,nothing,justified ,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,rock,fighting,580,91,129,90,72,90,108,19,2600,legendary
640,virizion,generation-v,nothing,justified ,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,grass,fighting,580,91,90,72,90,129,108,20,2000,legendary
641,tornadus,generation-v,nothing,prankster defiant ,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,flying,None,580,79,115,70,125,80,111,15,630,legendary
642,thundurus,generation-v,nothing,prankster defiant ,Countless charred remains mar the landscape of places through which Thundurus has passed.,electric,flying,580,79,115,70,125,80,111,15,610,legendary
643,reshiram,generation-v,nothing,turboblaze ,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",dragon,fire,680,100,120,100,150,120,90,32,3300,legendary
644,zekrom,generation-v,nothing,teravolt ,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",dragon,electric,680,100,150,120,120,100,90,29,3450,legendary
645,landorus,generation-v,nothing,sand-force sheer-force ,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,ground,flying,600,89,125,90,115,80,101,15,680,legendary
646,kyurem,generation-v,nothing,pressure ,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",dragon,ice,660,125,130,90,130,90,95,30,3250,legendary
